time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,station_id,station_name,month,year
2024-01-14,18.2,16.2,20.9,0.0,,349.0,44.1,,1012.2,,93597,Cape Campbell Aws,1,2024
2024-01-15,16.0,13.1,18.7,2.4,,203.0,29.8,,1013.9,,93597,Cape Campbell Aws,1,2024
2024-01-16,16.1,14.0,18.4,0.0,,155.0,19.3,,1023.6,,93597,Cape Campbell Aws,1,2024
2024-01-17,17.6,13.6,20.4,0.0,,337.0,27.8,,1020.2,,93597,Cape Campbell Aws,1,2024
2024-01-18,17.7,16.0,19.8,1.3,,357.0,22.2,,1019.1,,93597,Cape Campbell Aws,1,2024
2024-01-19,20.0,17.9,22.7,0.4,,344.0,39.3,,1013.5,,93597,Cape Campbell Aws,1,2024
2024-01-20,20.2,18.5,21.8,0.0,,350.0,37.6,,1010.2,,93597,Cape Campbell Aws,1,2024
2024-01-21,19.4,17.7,21.2,0.0,,274.0,16.4,,1012.9,,93597,Cape Campbell Aws,1,2024
2024-01-22,18.4,16.4,20.5,0.3,,2.0,26.8,,1003.6,,93597,Cape Campbell Aws,1,2024
2024-01-23,18.0,13.4,21.5,1.1,,306.0,30.9,,994.2,,93597,Cape Campbell Aws,1,2024
2024-01-24,14.8,10.6,17.9,1.2,,131.0,19.4,,1009.5,,93597,Cape Campbell Aws,1,2024
2024-01-25,17.0,15.7,18.7,0.0,,106.0,26.0,,1016.1,,93597,Cape Campbell Aws,1,2024
2024-01-26,17.1,13.2,19.7,0.0,,3.0,31.6,,1009.0,,93597,Cape Campbell Aws,1,2024
2024-01-27,20.0,18.0,24.1,3.4,,349.0,42.6,,996.4,,93597,Cape Campbell Aws,1,2024
2024-01-28,18.1,16.0,19.7,0.0,,353.0,34.1,,998.0,,93597,Cape Campbell Aws,1,2024
2024-01-29,16.9,15.0,19.3,0.0,,188.0,37.8,,1003.4,,93597,Cape Campbell Aws,1,2024
2024-01-30,16.7,14.5,19.1,0.0,,174.0,28.4,,1010.3,,93597,Cape Campbell Aws,1,2024
2024-01-31,16.7,15.3,18.6,0.0,,144.0,28.1,,1008.6,,93597,Cape Campbell Aws,1,2024
2024-01-01,14.0,9.7,17.6,0.3,,226.0,17.3,,1018.0,,93614,Hokitika Aerodrome,1,2024
2024-01-02,15.2,11.6,18.4,0.0,,231.0,11.1,,1020.9,,93614,Hokitika Aerodrome,1,2024
2024-01-03,15.4,9.7,19.3,0.0,,212.0,10.6,,1020.3,,93614,Hokitika Aerodrome,1,2024
2024-01-04,15.6,10.8,19.6,2.5,,305.0,8.3,,1016.9,,93614,Hokitika Aerodrome,1,2024
2024-01-05,14.9,13.3,17.5,28.8,,56.0,9.6,,1010.9,,93614,Hokitika Aerodrome,1,2024
2024-01-06,15.6,12.7,19.6,0.0,,223.0,10.7,,1013.5,,93614,Hokitika Aerodrome,1,2024
2024-01-07,15.5,10.7,19.3,0.0,,221.0,7.7,,1021.4,,93614,Hokitika Aerodrome,1,2024
2024-01-08,16.5,11.1,20.3,0.0,,235.0,6.9,,1024.8,,93614,Hokitika Aerodrome,1,2024
2024-01-09,17.8,14.7,21.6,0.0,,192.0,7.5,,1024.6,,93614,Hokitika Aerodrome,1,2024
2024-01-10,18.1,13.3,22.2,0.0,,353.0,6.5,,1026.0,,93614,Hokitika Aerodrome,1,2024
2024-01-11,18.4,14.9,22.2,7.7,,16.0,8.8,,1025.0,,93614,Hokitika Aerodrome,1,2024
2024-01-12,18.8,16.5,21.9,2.2,,18.0,10.6,,1024.5,,93614,Hokitika Aerodrome,1,2024
2024-01-13,18.2,15.5,21.1,2.4,,291.0,8.9,,1022.9,,93614,Hokitika Aerodrome,1,2024
2024-01-14,18.0,15.0,20.7,29.2,,336.0,14.1,,1016.0,,93614,Hokitika Aerodrome,1,2024
2024-01-15,15.0,12.1,17.4,1.0,,228.0,21.0,,1016.3,,93614,Hokitika Aerodrome,1,2024
2024-01-16,14.4,7.9,19.5,0.0,,34.0,8.5,,1022.3,,93614,Hokitika Aerodrome,1,2024
2024-01-17,18.0,11.2,23.5,0.9,,145.0,7.5,,1021.8,,93614,Hokitika Aerodrome,1,2024
2024-01-18,18.0,16.7,19.2,54.9,,52.0,17.1,,1017.2,,93614,Hokitika Aerodrome,1,2024
2024-01-19,19.5,18.4,20.9,27.2,,31.0,24.6,,1013.7,,93614,Hokitika Aerodrome,1,2024
2024-01-20,19.6,16.5,22.0,29.3,,333.0,16.3,,1012.7,,93614,Hokitika Aerodrome,1,2024
2024-01-21,18.5,11.8,23.7,0.6,,72.0,8.5,,1014.3,,93614,Hokitika Aerodrome,1,2024
2024-01-22,19.1,17.5,22.1,62.6,,34.0,13.4,,1005.0,,93614,Hokitika Aerodrome,1,2024
2024-01-23,15.5,13.3,18.2,34.2,,278.0,26.5,,997.0,,93614,Hokitika Aerodrome,1,2024
2024-01-24,13.5,9.0,16.8,1.1,,229.0,17.9,,1011.4,,93614,Hokitika Aerodrome,1,2024
2024-01-25,13.3,7.7,17.9,0.0,,216.0,7.6,,1016.2,,93614,Hokitika Aerodrome,1,2024
2024-01-26,13.7,8.9,18.7,8.8,,79.0,11.3,,1010.6,,93614,Hokitika Aerodrome,1,2024
2024-01-27,17.4,12.9,20.0,51.9,,282.0,22.2,,999.6,,93614,Hokitika Aerodrome,1,2024
2024-01-28,15.0,11.9,19.4,9.8,,88.0,9.9,,1001.8,,93614,Hokitika Aerodrome,1,2024
2024-01-29,16.5,11.7,22.9,0.3,,193.0,14.5,,1004.6,,93614,Hokitika Aerodrome,1,2024
2024-01-30,16.6,10.1,20.6,0.0,,225.0,9.6,,1009.4,,93614,Hokitika Aerodrome,1,2024
2024-01-31,16.8,10.9,21.5,0.0,,326.0,9.7,,1008.5,,93614,Hokitika Aerodrome,1,2024
2024-01-01,13.8,9.5,17.5,,,235.0,15.4,,1017.9,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-02,14.8,11.3,18.1,,,228.0,12.2,,1020.6,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-03,15.8,10.8,19.2,,,226.0,11.0,,1020.1,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-04,15.6,12.7,18.3,,,278.0,8.4,,1017.0,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-05,15.1,13.3,16.5,,,13.0,9.5,,1010.6,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-06,15.5,11.6,19.1,,,226.0,10.8,,1013.3,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-07,15.7,10.9,19.6,,,340.0,8.4,,1021.0,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-08,16.5,11.4,20.2,,,325.0,7.7,,1024.8,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-09,17.2,13.8,21.0,,,28.0,7.2,,1024.6,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-10,17.9,14.5,21.0,,,30.0,6.9,,1025.8,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-11,18.2,15.0,20.8,,,17.0,8.6,,1024.9,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-12,18.7,16.5,21.9,,,283.0,10.1,,1024.4,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-13,17.7,13.8,20.8,,,311.0,8.8,,1022.7,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-14,17.8,15.7,19.5,,,346.0,15.1,,1016.2,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-15,15.5,12.4,17.8,,,236.0,19.0,,1016.0,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-16,14.7,8.2,19.8,,,237.0,8.5,,1022.2,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-17,16.9,11.7,20.8,,,171.0,7.9,,1021.7,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-18,17.8,16.3,19.2,,,64.0,15.2,,1017.0,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-19,19.5,18.8,20.6,,,30.0,29.3,,1013.5,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-20,19.3,16.1,21.1,,,332.0,17.8,,1011.9,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-21,18.5,13.5,22.7,,,73.0,8.5,,1014.5,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-22,18.9,18.1,20.7,,,39.0,13.3,,1005.1,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-23,15.9,11.9,18.3,,,281.0,22.2,,996.9,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-24,12.9,9.3,16.6,,,226.0,15.5,,1011.2,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-25,13.8,8.1,18.4,,,195.0,8.5,,1016.0,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-26,14.7,9.6,17.7,,,61.0,13.6,,1011.2,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-27,17.2,13.9,19.3,,,292.0,24.2,,999.5,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-28,15.3,12.4,18.2,,,60.0,9.3,,1002.0,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-29,16.5,10.9,21.7,,,194.0,12.3,,1004.5,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-30,16.6,11.2,20.5,,,211.0,10.6,,1009.5,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-31,17.1,12.0,20.5,,,21.0,11.0,,1008.7,,93615,Hokitika Aerodrome Aws,1,2024
2024-01-01,14.7,10.8,18.3,0.0,,120.0,15.0,,1015.2,,93678,Kaikoura,1,2024
2024-01-02,16.8,10.8,20.4,0.0,,213.0,11.5,,1016.9,,93678,Kaikoura,1,2024
2024-01-03,16.4,13.9,20.2,0.0,,200.0,16.8,,1018.9,,93678,Kaikoura,1,2024
2024-01-04,17.7,13.5,22.4,0.3,,202.0,13.1,,1011.8,,93678,Kaikoura,1,2024
2024-01-05,12.3,11.0,19.6,29.2,,159.0,13.7,,1010.2,,93678,Kaikoura,1,2024
2024-01-06,14.3,10.1,15.9,0.3,,189.0,13.7,,1014.9,,93678,Kaikoura,1,2024
2024-01-07,17.2,10.1,21.6,0.0,,26.0,10.6,,1020.7,,93678,Kaikoura,1,2024
2024-01-08,20.5,13.2,24.3,0.0,,32.0,8.2,,1020.4,,93678,Kaikoura,1,2024
2024-01-09,17.5,16.0,22.3,0.0,,143.0,10.5,,1021.5,,93678,Kaikoura,1,2024
2024-01-10,18.2,14.3,23.0,0.3,,51.0,15.7,,1025.3,,93678,Kaikoura,1,2024
2024-01-11,23.0,14.3,29.4,0.0,,16.0,8.1,,1017.4,,93678,Kaikoura,1,2024
2024-01-12,17.4,14.7,23.3,0.0,,128.0,14.1,,1021.7,,93678,Kaikoura,1,2024
2024-01-13,20.7,14.7,25.8,0.0,,185.0,10.4,,1016.5,,93678,Kaikoura,1,2024
2024-01-14,19.1,12.8,25.6,2.0,,36.0,9.6,,1010.2,,93678,Kaikoura,1,2024
2024-01-15,12.9,11.0,22.6,11.2,,138.0,16.3,,1014.1,,93678,Kaikoura,1,2024
2024-01-16,16.0,11.0,19.7,0.0,,37.0,10.2,,1023.7,,93678,Kaikoura,1,2024
2024-01-17,17.2,12.3,23.9,1.0,,224.0,10.4,,1020.4,,93678,Kaikoura,1,2024
2024-01-18,19.3,14.6,18.9,0.3,,189.0,12.1,,1018.4,,93678,Kaikoura,1,2024
2024-01-19,25.6,15.7,31.3,0.0,,14.0,8.6,,1009.5,,93678,Kaikoura,1,2024
2024-01-20,22.5,16.9,30.7,0.0,,59.0,11.6,,1006.6,,93678,Kaikoura,1,2024
2024-01-21,18.0,15.6,22.5,0.0,,113.0,10.9,,1012.9,,93678,Kaikoura,1,2024
2024-01-22,20.2,15.6,24.6,0.0,,221.0,11.7,,1002.6,,93678,Kaikoura,1,2024
2024-01-23,12.9,8.7,25.9,23.1,,158.0,19.6,,993.0,,93678,Kaikoura,1,2024
2024-01-24,15.3,8.7,17.1,0.0,,44.0,13.7,,1009.4,,93678,Kaikoura,1,2024
2024-01-25,15.9,11.3,19.4,0.0,,36.0,15.5,,1015.5,,93678,Kaikoura,1,2024
2024-01-26,19.3,11.5,18.2,0.0,,36.0,14.9,,1007.5,,93678,Kaikoura,1,2024
2024-01-27,20.0,15.4,28.0,0.0,,47.0,15.0,,993.3,,93678,Kaikoura,1,2024
2024-01-28,17.6,14.6,23.2,0.0,,345.0,11.1,,998.0,,93678,Kaikoura,1,2024
2024-01-29,15.4,12.2,19.0,0.0,,216.0,31.7,,1005.3,,93678,Kaikoura,1,2024
2024-01-30,16.3,12.2,19.3,0.0,,204.0,14.0,,1011.3,,93678,Kaikoura,1,2024
2024-01-31,16.5,13.5,20.7,0.0,,112.0,17.7,,1008.8,,93678,Kaikoura,1,2024
2024-01-01,11.8,5.3,16.5,0.0,,210.0,14.2,,1017.9,,93709,Haast Aws,1,2024
2024-01-02,13.9,10.1,17.7,0.2,,220.0,9.4,,1020.6,,93709,Haast Aws,1,2024
2024-01-03,13.5,7.9,17.6,0.0,,214.0,11.2,,1020.1,,93709,Haast Aws,1,2024
2024-01-04,12.9,8.6,15.6,26.9,,68.0,9.8,,1015.9,,93709,Haast Aws,1,2024
2024-01-05,14.9,9.9,17.1,7.6,,333.0,11.1,,1009.7,,93709,Haast Aws,1,2024
2024-01-06,13.7,7.1,17.9,0.0,,225.0,7.5,,1013.2,,93709,Haast Aws,1,2024
2024-01-07,14.2,7.5,19.0,0.0,,36.0,7.4,,1020.9,,93709,Haast Aws,1,2024
2024-01-08,15.2,9.6,19.0,0.2,,39.0,6.4,,1024.5,,93709,Haast Aws,1,2024
2024-01-09,16.2,12.4,19.9,7.3,,61.0,6.3,,1024.3,,93709,Haast Aws,1,2024
2024-01-10,15.8,10.0,19.2,10.4,,77.0,9.9,,1025.2,,93709,Haast Aws,1,2024
2024-01-11,17.3,16.3,19.0,27.5,,43.0,15.7,,1023.5,,93709,Haast Aws,1,2024
2024-01-12,17.2,11.8,19.7,0.6,,258.0,8.6,,1024.4,,93709,Haast Aws,1,2024
2024-01-13,15.1,9.7,19.3,18.2,,63.0,13.8,,1021.9,,93709,Haast Aws,1,2024
2024-01-14,16.4,14.2,18.0,63.2,,348.0,19.8,,1013.8,,93709,Haast Aws,1,2024
2024-01-15,12.5,6.8,16.1,0.2,,222.0,17.5,,1016.7,,93709,Haast Aws,1,2024
2024-01-16,13.4,7.4,17.8,0.0,,173.0,9.5,,1022.0,,93709,Haast Aws,1,2024
2024-01-17,14.9,8.6,19.4,0.2,,74.0,5.8,,1021.8,,93709,Haast Aws,1,2024
2024-01-18,17.0,14.3,21.1,69.0,,88.0,14.8,,1015.1,,93709,Haast Aws,1,2024
2024-01-19,18.4,17.6,19.1,140.9,,49.0,33.9,,1008.9,,93709,Haast Aws,1,2024
2024-01-20,17.7,13.6,20.4,36.6,,337.0,10.2,,1010.7,,93709,Haast Aws,1,2024
2024-01-21,17.4,13.1,21.7,0.0,,128.0,7.0,,1013.9,,93709,Haast Aws,1,2024
2024-01-22,17.9,15.4,20.2,59.1,,66.0,14.0,,1002.8,,93709,Haast Aws,1,2024
2024-01-23,15.1,10.7,17.6,42.9,,238.0,20.3,,994.0,,93709,Haast Aws,1,2024
2024-01-24,11.6,6.5,15.7,0.5,,235.0,13.1,,1010.9,,93709,Haast Aws,1,2024
2024-01-25,12.4,7.1,17.0,1.1,,77.0,9.8,,1015.6,,93709,Haast Aws,1,2024
2024-01-26,14.0,11.7,16.7,47.4,,97.0,13.0,,1007.6,,93709,Haast Aws,1,2024
2024-01-27,15.7,12.9,18.9,94.0,,314.0,18.8,,996.9,,93709,Haast Aws,1,2024
2024-01-28,12.9,11.4,16.0,77.9,,124.0,13.8,,1000.4,,93709,Haast Aws,1,2024
2024-01-29,15.5,9.8,23.1,0.0,,196.0,15.6,,1005.3,,93709,Haast Aws,1,2024
2024-01-30,16.2,10.3,22.2,0.0,,244.0,13.7,,1009.1,,93709,Haast Aws,1,2024
2024-01-31,17.1,13.5,20.0,0.0,,337.0,14.9,,1008.6,,93709,Haast Aws,1,2024
2024-01-01,14.6,3.9,23.2,0.0,,249.0,12.3,,1013.4,,93747,Tara Hills,1,2024
2024-01-02,15.1,6.0,26.1,1.5,,167.0,9.4,,1016.4,,93747,Tara Hills,1,2024
2024-01-03,17.2,10.9,26.2,1.0,,63.0,7.5,,1017.1,,93747,Tara Hills,1,2024
2024-01-04,16.7,11.3,23.5,0.0,,285.0,14.7,,1011.7,,93747,Tara Hills,1,2024
2024-01-05,14.0,9.6,17.8,8.5,,76.0,13.6,,1008.6,,93747,Tara Hills,1,2024
2024-01-06,15.1,8.4,23.2,0.0,,71.0,7.5,,1013.2,,93747,Tara Hills,1,2024
2024-01-07,17.2,6.2,27.5,0.0,,100.0,8.3,,1018.5,,93747,Tara Hills,1,2024
2024-01-08,19.1,9.8,29.5,0.0,,255.0,14.3,,1019.4,,93747,Tara Hills,1,2024
2024-01-09,20.5,14.2,27.3,0.0,,245.0,16.7,,1019.5,,93747,Tara Hills,1,2024
2024-01-10,18.7,14.4,23.4,0.3,,10.0,13.4,,1022.1,,93747,Tara Hills,1,2024
2024-01-11,21.4,17.4,25.5,0.0,,304.0,21.5,,1016.7,,93747,Tara Hills,1,2024
2024-01-12,22.0,14.4,30.7,0.0,,310.0,12.5,,1019.0,,93747,Tara Hills,1,2024
2024-01-13,17.8,9.2,26.1,0.2,,289.0,15.2,,1017.0,,93747,Tara Hills,1,2024
2024-01-14,18.2,15.2,21.5,13.3,,300.0,18.9,,1008.1,,93747,Tara Hills,1,2024
2024-01-15,14.5,8.6,20.6,0.0,,262.0,13.9,,1013.0,,93747,Tara Hills,1,2024
2024-01-16,13.7,4.0,23.9,0.0,,8.0,6.5,,1022.2,,93747,Tara Hills,1,2024
2024-01-17,15.4,6.8,26.2,0.0,,171.0,8.3,,1019.9,,93747,Tara Hills,1,2024
2024-01-18,15.6,11.1,23.4,9.1,,4.0,7.1,,1016.6,,93747,Tara Hills,1,2024
2024-01-19,17.7,13.0,23.8,23.5,,68.0,9.1,,1006.3,,93747,Tara Hills,1,2024
2024-01-20,18.3,14.7,23.6,0.5,,282.0,20.1,,1006.0,,93747,Tara Hills,1,2024
2024-01-21,17.8,8.8,26.8,0.0,,75.0,8.1,,1012.3,,93747,Tara Hills,1,2024
2024-01-22,17.9,12.0,27.1,0.9,,220.0,10.6,,1001.1,,93747,Tara Hills,1,2024
2024-01-23,10.7,6.8,14.3,9.5,,178.0,12.4,,994.9,,93747,Tara Hills,1,2024
2024-01-24,10.8,1.7,18.3,0.0,,262.0,9.2,,1008.4,,93747,Tara Hills,1,2024
2024-01-25,13.3,4.9,20.0,0.3,,50.0,9.0,,1013.5,,93747,Tara Hills,1,2024
2024-01-26,16.6,11.4,21.9,8.0,,169.0,7.8,,1003.7,,93747,Tara Hills,1,2024
2024-01-27,16.8,13.6,20.4,18.3,,310.0,28.5,,991.7,,93747,Tara Hills,1,2024
2024-01-28,14.2,10.9,19.3,9.9,,222.0,10.1,,998.9,,93747,Tara Hills,1,2024
2024-01-29,16.9,8.7,24.0,0.2,,110.0,7.5,,1007.1,,93747,Tara Hills,1,2024
2024-01-30,17.2,8.3,28.4,1.7,,163.0,11.9,,1010.2,,93747,Tara Hills,1,2024
2024-01-31,18.2,9.9,26.6,1.3,,358.0,12.7,,1007.0,,93747,Tara Hills,1,2024
2024-01-01,14.9,9.5,19.3,1.6,,54.0,9.2,,1014.7,,93773,Timaru Aerodrome Aws,1,2024
2024-01-02,14.1,6.8,19.5,0.0,,117.0,11.8,,1017.9,,93773,Timaru Aerodrome Aws,1,2024
2024-01-03,17.2,13.9,20.8,0.2,,64.0,7.7,,1019.0,,93773,Timaru Aerodrome Aws,1,2024
2024-01-04,18.6,14.8,23.1,0.1,,121.0,10.2,,1011.2,,93773,Timaru Aerodrome Aws,1,2024
2024-01-05,13.3,11.4,19.0,1.9,,135.0,13.7,,1011.4,,93773,Timaru Aerodrome Aws,1,2024
2024-01-06,14.6,9.3,19.3,0.0,,35.0,9.8,,1014.9,,93773,Timaru Aerodrome Aws,1,2024
2024-01-07,15.3,8.2,21.2,0.0,,105.0,9.2,,1020.7,,93773,Timaru Aerodrome Aws,1,2024
2024-01-08,18.4,14.8,22.6,0.0,,86.0,8.8,,1020.2,,93773,Timaru Aerodrome Aws,1,2024
2024-01-09,18.2,13.8,23.1,0.0,,157.0,7.9,,1021.8,,93773,Timaru Aerodrome Aws,1,2024
2024-01-10,18.7,15.6,25.0,0.0,,68.0,11.4,,1023.1,,93773,Timaru Aerodrome Aws,1,2024
2024-01-11,23.1,11.6,33.2,0.0,,320.0,13.0,,1014.7,,93773,Timaru Aerodrome Aws,1,2024
2024-01-12,17.7,14.4,20.7,0.0,,71.0,11.3,,1021.8,,93773,Timaru Aerodrome Aws,1,2024
2024-01-13,19.9,15.9,23.8,0.0,,67.0,8.1,,1016.1,,93773,Timaru Aerodrome Aws,1,2024
2024-01-14,18.1,14.4,24.5,0.0,,295.0,16.1,,1007.3,,93773,Timaru Aerodrome Aws,1,2024
2024-01-15,14.0,11.9,17.7,2.4,,87.0,11.8,,1015.0,,93773,Timaru Aerodrome Aws,1,2024
2024-01-16,14.7,8.9,19.2,0.0,,101.0,7.3,,1023.6,,93773,Timaru Aerodrome Aws,1,2024
2024-01-17,13.8,8.1,19.7,0.0,,182.0,10.9,,1021.6,,93773,Timaru Aerodrome Aws,1,2024
2024-01-18,15.4,11.5,19.5,9.9,,355.0,7.2,,1017.7,,93773,Timaru Aerodrome Aws,1,2024
2024-01-19,22.2,13.0,32.0,0.7,,18.0,17.0,,1004.6,,93773,Timaru Aerodrome Aws,1,2024
2024-01-20,23.1,15.5,31.4,0.0,,233.0,17.0,,1003.6,,93773,Timaru Aerodrome Aws,1,2024
2024-01-21,17.4,10.0,22.2,0.0,,150.0,8.9,,1013.9,,93773,Timaru Aerodrome Aws,1,2024
2024-01-22,20.5,14.4,29.5,0.1,,13.0,8.2,,1000.2,,93773,Timaru Aerodrome Aws,1,2024
2024-01-23,13.6,9.0,17.5,19.8,,231.0,12.1,,993.2,,93773,Timaru Aerodrome Aws,1,2024
2024-01-24,12.8,5.9,18.6,0.0,,27.0,13.9,,1008.6,,93773,Timaru Aerodrome Aws,1,2024
2024-01-25,15.4,10.1,20.5,0.0,,147.0,16.8,,1014.2,,93773,Timaru Aerodrome Aws,1,2024
2024-01-26,16.1,6.8,23.7,0.5,,13.0,7.9,,1004.3,,93773,Timaru Aerodrome Aws,1,2024
2024-01-27,22.7,14.3,26.9,9.0,,286.0,27.7,,989.8,,93773,Timaru Aerodrome Aws,1,2024
2024-01-28,15.9,8.6,23.2,11.4,,211.0,8.8,,997.8,,93773,Timaru Aerodrome Aws,1,2024
2024-01-29,16.4,9.7,21.0,0.1,,135.0,9.1,,1007.8,,93773,Timaru Aerodrome Aws,1,2024
2024-01-30,15.5,7.9,22.7,0.0,,83.0,7.2,,1011.6,,93773,Timaru Aerodrome Aws,1,2024
2024-01-31,17.0,11.4,21.5,0.7,,62.0,9.3,,1008.3,,93773,Timaru Aerodrome Aws,1,2024
2024-01-01,14.3,9.0,18.0,0.6,,21.0,14.2,,1014.8,,93780,Christchurch,1,2024
2024-01-02,16.5,9.0,24.0,0.0,,118.0,10.7,,1016.8,,93780,Christchurch,1,2024
2024-01-03,16.8,15.0,20.0,0.4,,62.0,18.2,,1018.5,,93780,Christchurch,1,2024
2024-01-04,18.5,12.0,24.0,0.0,,33.0,10.9,,1011.1,,93780,Christchurch,1,2024
2024-01-05,13.9,11.0,20.0,7.0,,200.0,14.1,,1010.2,,93780,Christchurch,1,2024
2024-01-06,14.0,10.0,19.0,2.4,,138.0,10.9,,1014.7,,93780,Christchurch,1,2024
2024-01-07,16.5,8.0,24.0,0.0,,56.0,12.7,,1020.0,,93780,Christchurch,1,2024
2024-01-08,18.6,14.0,23.0,0.0,,69.0,17.9,,1019.6,,93780,Christchurch,1,2024
2024-01-09,17.7,12.0,23.0,0.0,,152.0,20.7,,1021.2,,93780,Christchurch,1,2024
2024-01-10,18.1,16.0,21.0,0.2,,64.0,33.7,,1023.9,,93780,Christchurch,1,2024
2024-01-11,23.3,14.0,31.0,0.0,,346.0,20.8,,1015.9,,93780,Christchurch,1,2024
2024-01-12,18.6,14.0,22.0,0.0,,50.0,25.0,,1021.4,,93780,Christchurch,1,2024
2024-01-13,21.2,16.0,26.0,0.0,,50.0,13.0,,1015.8,,93780,Christchurch,1,2024
2024-01-14,24.5,20.0,29.0,0.0,,322.0,23.2,,1008.0,,93780,Christchurch,1,2024
2024-01-15,14.1,13.0,17.0,10.9,,41.0,16.0,,1014.2,,93780,Christchurch,1,2024
2024-01-16,15.2,8.0,20.0,0.0,,41.0,15.3,,1023.1,,93780,Christchurch,1,2024
2024-01-17,17.2,11.0,26.0,0.0,,110.0,17.7,,1020.2,,93780,Christchurch,1,2024
2024-01-18,16.1,14.0,21.0,8.5,,28.0,14.8,,1017.5,,93780,Christchurch,1,2024
2024-01-19,25.1,17.0,34.0,0.0,,15.0,19.1,,1007.3,,93780,Christchurch,1,2024
2024-01-20,26.5,18.0,32.0,1.0,,344.0,23.2,,1005.1,,93780,Christchurch,1,2024
2024-01-21,19.2,14.0,25.0,0.0,,190.0,14.2,,1012.3,,93780,Christchurch,1,2024
2024-01-22,21.3,17.0,29.0,5.9,,62.0,16.0,,1001.2,,93780,Christchurch,1,2024
2024-01-23,15.0,9.0,19.0,6.5,,205.0,20.1,,993.2,,93780,Christchurch,1,2024
2024-01-24,12.8,8.0,18.0,1.8,,44.0,13.9,,1009.1,,93780,Christchurch,1,2024
2024-01-25,14.8,8.0,20.0,0.4,,41.0,26.1,,1014.7,,93780,Christchurch,1,2024
2024-01-26,17.4,11.0,22.0,0.0,,57.0,25.3,,1005.4,,93780,Christchurch,1,2024
2024-01-27,23.8,15.0,29.0,2.0,,332.0,27.1,,991.5,,93780,Christchurch,1,2024
2024-01-28,17.9,11.0,26.0,0.0,,56.0,9.0,,997.0,,93780,Christchurch,1,2024
2024-01-29,16.9,12.0,21.0,0.0,,212.0,21.4,,1006.5,,93780,Christchurch,1,2024
2024-01-30,15.7,8.0,22.0,0.0,,47.0,11.8,,1010.9,,93780,Christchurch,1,2024
2024-01-31,17.5,15.0,21.0,0.3,,53.0,20.8,,1007.8,,93780,Christchurch,1,2024
2024-01-01,14.2,9.4,18.3,0.4,,21.0,14.2,,1015.0,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-02,17.6,7.8,24.3,3.0,,118.0,10.7,,1017.1,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-03,16.6,13.5,29.5,4.6,,62.0,18.2,,1019.1,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-04,18.0,11.5,24.3,1.8,,33.0,10.9,,1011.6,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-05,11.8,10.0,20.6,9.4,,200.0,14.1,,1010.5,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-06,13.9,10.2,18.7,2.2,,138.0,10.9,,1015.0,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-07,18.4,7.9,25.0,0.0,,56.0,12.7,,1020.4,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-08,17.9,12.1,23.4,0.0,,69.0,17.9,,1020.0,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-09,18.6,12.1,23.9,0.0,,152.0,20.7,,1021.6,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-10,18.8,14.2,24.3,0.3,,64.0,33.7,,1024.4,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-11,22.4,12.6,30.8,0.0,,346.0,20.8,,1016.2,,93781,Christchurch Aerodrome Aws,1,2024
