time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,station_id,station_name,month,year
2024-01-12,12.7,9.6,17.7,59.9,,50.0,25.0,,1021.7,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-13,23.6,15.4,25.9,0.0,,50.0,13.0,,1016.3,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-14,19.7,12.7,29.6,1.8,,322.0,23.2,,1008.4,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-15,16.3,9.2,19.5,0.3,,41.0,16.0,,1014.3,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-16,15.8,10.6,21.3,0.0,,41.0,15.3,,1023.6,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-17,16.5,10.3,27.0,0.3,,110.0,17.7,,1020.6,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-18,18.6,9.7,25.3,0.3,,28.0,14.8,,1018.0,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-19,27.0,15.6,33.7,0.0,,15.0,19.1,,1007.7,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-20,22.2,13.7,32.7,0.0,,344.0,23.2,,1005.2,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-21,19.8,13.7,26.2,4.6,,190.0,14.2,,1012.9,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-22,20.8,15.0,29.1,0.8,,62.0,16.0,,1001.8,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-23,10.9,7.6,19.7,8.9,,205.0,20.1,,993.4,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-24,14.4,10.0,18.5,0.0,,44.0,13.9,,1009.4,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-25,16.4,7.8,21.2,0.0,,41.0,26.1,,1015.1,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-26,12.3,8.3,20.3,0.0,,57.0,25.3,,1006.1,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-27,19.3,10.6,29.4,0.0,,332.0,27.1,,991.8,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-28,18.3,10.6,26.7,0.0,,56.0,9.0,,997.5,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-29,15.1,7.8,21.2,0.0,,212.0,21.4,,1006.7,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-30,17.9,7.8,23.2,0.0,,47.0,11.8,,1011.3,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-31,17.7,14.2,22.1,0.0,,53.0,20.8,,1008.5,,93781,Christchurch Aerodrome Aws,1,2024
2024-01-01,12.2,8.6,16.5,3.5,,206.0,7.5,,1018.4,,93800,Secretary Island Aws,1,2024
2024-01-02,14.2,11.4,18.7,3.5,,180.0,6.6,,1020.9,,93800,Secretary Island Aws,1,2024
2024-01-03,14.2,10.5,19.0,1.1,,161.0,6.2,,1020.9,,93800,Secretary Island Aws,1,2024
2024-01-04,13.5,11.3,15.2,67.9,,82.0,17.7,,1013.7,,93800,Secretary Island Aws,1,2024
2024-01-05,11.4,7.8,15.6,0.0,,200.0,17.2,,1011.9,,93800,Secretary Island Aws,1,2024
2024-01-06,13.9,10.3,19.0,0.2,,217.0,13.4,,1015.6,,93800,Secretary Island Aws,1,2024
2024-01-07,15.9,13.1,20.1,0.0,,233.0,12.5,,1021.2,,93800,Secretary Island Aws,1,2024
2024-01-08,13.5,12.0,15.0,2.5,,60.0,15.6,,1023.5,,93800,Secretary Island Aws,1,2024
2024-01-09,15.5,14.1,17.8,9.6,,38.0,25.7,,1022.7,,93800,Secretary Island Aws,1,2024
2024-01-10,17.2,15.1,18.7,15.6,,47.0,38.4,,1020.3,,93800,Secretary Island Aws,1,2024
2024-01-11,16.2,14.6,16.8,83.4,,49.0,38.1,,1018.4,,93800,Secretary Island Aws,1,2024
2024-01-12,16.0,12.3,20.7,0.6,,159.0,6.8,,1024.7,,93800,Secretary Island Aws,1,2024
2024-01-13,15.7,12.4,17.2,22.9,,58.0,27.7,,1018.5,,93800,Secretary Island Aws,1,2024
2024-01-14,14.0,10.6,17.0,32.9,,220.0,12.8,,1011.6,,93800,Secretary Island Aws,1,2024
2024-01-15,11.5,8.2,15.2,8.2,,220.0,17.8,,1018.3,,93800,Secretary Island Aws,1,2024
2024-01-16,13.4,8.6,17.8,0.0,,216.0,15.0,,1023.0,,93800,Secretary Island Aws,1,2024
2024-01-17,14.3,10.6,18.7,0.0,,210.0,8.3,,1021.9,,93800,Secretary Island Aws,1,2024
2024-01-18,16.8,13.0,21.5,0.1,,38.0,21.1,,1013.3,,93800,Secretary Island Aws,1,2024
2024-01-19,17.7,14.3,19.4,98.0,,53.0,34.3,,1003.3,,93800,Secretary Island Aws,1,2024
2024-01-20,15.8,14.3,16.7,56.5,,45.0,26.0,,1007.1,,93800,Secretary Island Aws,1,2024
2024-01-21,16.6,14.6,19.2,5.8,,44.0,24.0,,1012.7,,93800,Secretary Island Aws,1,2024
2024-01-22,16.3,13.9,18.7,14.1,,65.0,20.0,,1000.5,,93800,Secretary Island Aws,1,2024
2024-01-23,11.6,7.2,13.9,5.2,,236.0,23.8,,998.7,,93800,Secretary Island Aws,1,2024
2024-01-24,10.6,6.7,16.7,3.1,,108.0,7.3,,1011.1,,93800,Secretary Island Aws,1,2024
2024-01-25,12.2,9.9,15.0,8.1,,66.0,24.2,,1012.9,,93800,Secretary Island Aws,1,2024
2024-01-26,15.8,13.0,18.1,16.4,,40.0,41.3,,1000.3,,93800,Secretary Island Aws,1,2024
2024-01-27,14.0,12.8,16.3,52.5,,42.0,13.3,,993.7,,93800,Secretary Island Aws,1,2024
2024-01-28,14.8,11.5,17.8,34.4,,49.0,23.7,,997.6,,93800,Secretary Island Aws,1,2024
2024-01-29,14.6,11.6,21.5,0.0,,196.0,14.8,,1007.6,,93800,Secretary Island Aws,1,2024
2024-01-30,15.9,12.6,20.8,0.0,,209.0,9.4,,1011.2,,93800,Secretary Island Aws,1,2024
2024-01-31,15.2,10.8,19.4,4.4,,89.0,10.9,,1007.7,,93800,Secretary Island Aws,1,2024
2024-01-01,12.3,10.6,14.0,3.7,,314.0,34.6,,1017.2,,93805,Puysegur Point Aws,1,2024
2024-01-02,13.6,12.5,15.7,2.4,,321.0,35.4,,1020.0,,93805,Puysegur Point Aws,1,2024
2024-01-03,14.0,12.1,15.9,4.4,,324.0,28.4,,1020.4,,93805,Puysegur Point Aws,1,2024
2024-01-04,14.1,11.4,16.5,19.4,,331.0,34.1,,1011.5,,93805,Puysegur Point Aws,1,2024
2024-01-05,11.8,10.4,13.5,0.2,,231.0,20.4,,1013.9,,93805,Puysegur Point Aws,1,2024
2024-01-06,13.7,11.9,15.4,1.2,,302.0,22.1,,1016.1,,93805,Puysegur Point Aws,1,2024
2024-01-07,14.0,12.5,16.0,0.5,,295.0,15.8,,1021.8,,93805,Puysegur Point Aws,1,2024
2024-01-08,15.6,13.3,18.8,0.0,,340.0,48.4,,1020.9,,93805,Puysegur Point Aws,1,2024
2024-01-09,16.6,15.0,18.5,3.5,,346.0,29.5,,1021.4,,93805,Puysegur Point Aws,1,2024
2024-01-10,18.3,14.9,22.6,3.3,,17.0,30.6,,1016.5,,93805,Puysegur Point Aws,1,2024
2024-01-11,17.6,14.8,19.9,11.9,,342.0,53.3,,1015.0,,93805,Puysegur Point Aws,1,2024
2024-01-12,15.6,14.1,17.5,2.5,,337.0,40.8,,1023.3,,93805,Puysegur Point Aws,1,2024
2024-01-13,17.1,14.8,18.9,24.2,,343.0,58.6,,1013.4,,93805,Puysegur Point Aws,1,2024
2024-01-14,13.3,11.4,14.7,14.5,,307.0,31.6,,1010.2,,93805,Puysegur Point Aws,1,2024
2024-01-15,11.4,9.1,12.9,6.6,,276.0,24.5,,1018.0,,93805,Puysegur Point Aws,1,2024
2024-01-16,13.1,10.8,15.6,0.0,,272.0,13.6,,1024.1,,93805,Puysegur Point Aws,1,2024
2024-01-17,14.4,12.6,16.6,0.0,,326.0,14.6,,1022.4,,93805,Puysegur Point Aws,1,2024
2024-01-18,15.5,12.7,17.9,0.0,,141.0,8.8,,1013.9,,93805,Puysegur Point Aws,1,2024
2024-01-19,17.1,15.0,21.0,20.6,,24.0,22.9,,1001.2,,93805,Puysegur Point Aws,1,2024
2024-01-20,16.1,14.4,17.4,23.2,,339.0,50.1,,1004.2,,93805,Puysegur Point Aws,1,2024
2024-01-21,16.7,15.1,18.6,2.0,,323.0,24.3,,1012.3,,93805,Puysegur Point Aws,1,2024
2024-01-22,16.6,12.2,20.6,5.9,,351.0,25.6,,1000.0,,93805,Puysegur Point Aws,1,2024
2024-01-23,10.4,7.6,11.8,17.3,,197.0,42.2,,1001.4,,93805,Puysegur Point Aws,1,2024
2024-01-24,10.8,7.0,13.2,9.4,,286.0,20.4,,1010.4,,93805,Puysegur Point Aws,1,2024
2024-01-25,12.7,10.4,16.2,4.5,,32.0,13.6,,1012.0,,93805,Puysegur Point Aws,1,2024
2024-01-26,18.3,14.4,20.5,5.0,,6.0,35.9,,997.4,,93805,Puysegur Point Aws,1,2024
2024-01-27,14.6,12.3,16.2,86.2,,321.0,52.3,,990.3,,93805,Puysegur Point Aws,1,2024
2024-01-28,15.6,13.6,18.1,23.1,,9.0,24.3,,997.1,,93805,Puysegur Point Aws,1,2024
2024-01-29,14.4,12.4,17.2,0.5,,325.0,9.8,,1009.2,,93805,Puysegur Point Aws,1,2024
2024-01-30,15.0,12.5,16.9,1.5,,49.0,20.2,,1012.4,,93805,Puysegur Point Aws,1,2024
2024-01-31,13.4,10.9,17.4,3.8,,355.0,24.4,,1007.1,,93805,Puysegur Point Aws,1,2024
2024-01-01,10.9,5.8,15.7,0.0,,258.0,11.3,,1016.2,,93830,Queenstown / Frankton,1,2024
2024-01-02,14.1,9.3,18.6,0.0,,263.0,8.7,,1018.5,,93830,Queenstown / Frankton,1,2024
2024-01-03,15.8,10.2,21.8,0.0,,249.0,8.1,,1018.4,,93830,Queenstown / Frankton,1,2024
2024-01-04,15.4,12.8,19.5,5.5,,277.0,9.2,,1012.4,,93830,Queenstown / Frankton,1,2024
2024-01-05,11.5,9.8,13.5,0.6,,210.0,8.7,,1010.2,,93830,Queenstown / Frankton,1,2024
2024-01-06,13.7,7.0,21.0,0.0,,247.0,6.9,,1014.3,,93830,Queenstown / Frankton,1,2024
2024-01-07,18.8,13.2,24.9,0.0,,225.0,6.4,,1019.0,,93830,Queenstown / Frankton,1,2024
2024-01-08,17.9,13.2,22.9,0.0,,259.0,8.3,,1020.8,,93830,Queenstown / Frankton,1,2024
2024-01-09,17.0,14.3,20.1,0.0,,223.0,6.6,,1022.0,,93830,Queenstown / Frankton,1,2024
2024-01-10,17.8,14.7,21.2,0.3,,30.0,11.9,,1021.2,,93830,Queenstown / Frankton,1,2024
2024-01-11,18.1,15.2,20.9,0.0,,255.0,12.0,,1017.7,,93830,Queenstown / Frankton,1,2024
2024-01-12,17.8,11.4,23.0,0.0,,252.0,8.7,,1022.1,,93830,Queenstown / Frankton,1,2024
2024-01-13,16.9,11.1,21.7,1.4,,284.0,10.5,,1017.3,,93830,Queenstown / Frankton,1,2024
2024-01-14,15.3,11.1,18.0,24.3,,254.0,10.1,,1009.6,,93830,Queenstown / Frankton,1,2024
2024-01-15,10.9,6.7,15.1,0.2,,242.0,12.0,,1015.8,,93830,Queenstown / Frankton,1,2024
2024-01-16,14.4,8.1,21.7,0.0,,223.0,5.9,,1022.2,,93830,Queenstown / Frankton,1,2024
2024-01-17,17.2,12.2,22.6,0.0,,244.0,7.5,,1019.7,,93830,Queenstown / Frankton,1,2024
2024-01-18,16.7,11.8,22.6,3.2,,80.0,6.8,,1014.5,,93830,Queenstown / Frankton,1,2024
2024-01-19,19.9,16.9,23.3,43.3,,57.0,8.9,,1004.4,,93830,Queenstown / Frankton,1,2024
2024-01-20,17.4,15.4,19.6,4.8,,279.0,12.8,,1006.0,,93830,Queenstown / Frankton,1,2024
2024-01-21,18.2,15.1,21.4,0.0,,209.0,6.2,,1012.5,,93830,Queenstown / Frankton,1,2024
2024-01-22,19.3,15.5,22.7,1.4,,349.0,8.2,,1001.1,,93830,Queenstown / Frankton,1,2024
2024-01-01,13.6,8.8,18.7,0.0,,227.0,18.3,,1015.3,,93831,Queenstown Aerodrome,1,2024
2024-01-02,15.1,9.3,19.9,0.0,,234.0,12.9,,1017.7,,93831,Queenstown Aerodrome,1,2024
2024-01-03,16.2,9.6,24.2,0.0,,205.0,13.5,,1017.6,,93831,Queenstown Aerodrome,1,2024
2024-01-04,16.1,10.8,22.5,5.5,,263.0,13.1,,1011.5,,93831,Queenstown Aerodrome,1,2024
2024-01-05,12.5,9.7,15.0,0.6,,179.0,26.4,,1010.0,,93831,Queenstown Aerodrome,1,2024
2024-01-06,14.1,4.6,22.8,0.0,,173.0,13.9,,1013.8,,93831,Queenstown Aerodrome,1,2024
2024-01-07,17.2,9.3,25.3,0.0,,183.0,14.1,,1018.6,,93831,Queenstown Aerodrome,1,2024
2024-01-08,18.9,11.1,26.6,0.0,,220.0,15.5,,1019.1,,93831,Queenstown Aerodrome,1,2024
2024-01-09,19.0,16.5,22.7,0.0,,232.0,15.9,,1020.4,,93831,Queenstown Aerodrome,1,2024
2024-01-10,18.0,13.7,23.8,0.3,,222.0,8.3,,1020.3,,93831,Queenstown Aerodrome,1,2024
2024-01-11,20.3,13.6,26.2,0.0,,256.0,14.3,,1015.7,,93831,Queenstown Aerodrome,1,2024
2024-01-12,20.7,16.5,26.4,0.0,,237.0,17.0,,1020.2,,93831,Queenstown Aerodrome,1,2024
2024-01-13,17.1,8.1,23.4,1.4,,256.0,12.1,,1016.2,,93831,Queenstown Aerodrome,1,2024
2024-01-14,17.5,14.0,22.1,24.3,,253.0,13.9,,1007.7,,93831,Queenstown Aerodrome,1,2024
2024-01-15,13.7,10.3,17.9,0.2,,215.0,23.2,,1014.5,,93831,Queenstown Aerodrome,1,2024
2024-01-16,14.0,5.2,23.3,0.0,,162.0,13.7,,1021.8,,93831,Queenstown Aerodrome,1,2024
2024-01-17,15.3,10.2,20.3,0.0,,162.0,19.7,,1019.7,,93831,Queenstown Aerodrome,1,2024
2024-01-18,17.2,11.3,24.1,3.2,,248.0,10.4,,1014.1,,93831,Queenstown Aerodrome,1,2024
2024-01-19,18.8,16.6,24.0,43.3,,290.0,11.3,,1003.4,,93831,Queenstown Aerodrome,1,2024
2024-01-20,17.9,14.1,22.7,4.8,,259.0,11.3,,1005.4,,93831,Queenstown Aerodrome,1,2024
2024-01-21,18.3,12.1,24.4,0.6,,295.0,11.7,,1011.6,,93831,Queenstown Aerodrome,1,2024
2024-01-22,17.7,12.4,23.7,3.0,,290.0,10.3,,1000.5,,93831,Queenstown Aerodrome,1,2024
2024-01-23,10.5,6.7,14.9,15.7,,190.0,32.0,,996.5,,93831,Queenstown Aerodrome,1,2024
2024-01-24,10.3,3.0,16.6,0.2,,217.0,13.2,,1009.2,,93831,Queenstown Aerodrome,1,2024
2024-01-25,11.5,4.7,17.3,0.1,,319.0,8.5,,1013.4,,93831,Queenstown Aerodrome,1,2024
2024-01-26,15.6,10.6,20.9,13.7,,348.0,12.4,,1002.6,,93831,Queenstown Aerodrome,1,2024
2024-01-27,16.0,12.9,19.3,20.6,,271.0,16.4,,990.9,,93831,Queenstown Aerodrome,1,2024
2024-01-28,13.5,9.6,18.1,12.5,,308.0,10.6,,998.4,,93831,Queenstown Aerodrome,1,2024
2024-01-29,16.6,10.8,23.7,0.0,,252.0,9.6,,1007.1,,93831,Queenstown Aerodrome,1,2024
2024-01-30,17.4,11.0,25.7,0.0,,176.0,16.8,,1010.0,,93831,Queenstown Aerodrome,1,2024
2024-01-31,17.9,11.3,24.7,1.3,,200.0,14.6,,1006.1,,93831,Queenstown Aerodrome,1,2024
2024-01-01,14.3,7.8,16.8,0.3,,274.0,32.3,,1014.8,,93845,Invercargill Airport Aws,1,2024
2024-01-02,13.3,11.0,16.6,0.3,,250.0,31.7,,1018.2,,93845,Invercargill Airport Aws,1,2024
2024-01-03,14.6,11.0,17.5,0.5,,261.0,17.8,,1019.7,,93845,Invercargill Airport Aws,1,2024
2024-01-04,12.3,9.0,19.5,6.1,,321.0,18.8,,1010.5,,93845,Invercargill Airport Aws,1,2024
2024-01-05,11.9,9.0,13.9,1.3,,257.0,24.7,,1012.3,,93845,Invercargill Airport Aws,1,2024
2024-01-06,14.2,9.2,16.3,0.0,,272.0,24.4,,1014.5,,93845,Invercargill Airport Aws,1,2024
2024-01-07,14.2,11.5,17.2,0.3,,252.0,20.1,,1020.8,,93845,Invercargill Airport Aws,1,2024
2024-01-08,16.4,11.5,20.4,0.0,,239.0,7.0,,1020.4,,93845,Invercargill Airport Aws,1,2024
2024-01-09,14.6,11.7,19.9,0.0,,130.0,9.8,,1021.5,,93845,Invercargill Airport Aws,1,2024
2024-01-10,20.3,11.7,23.0,0.0,,37.0,15.8,,1018.8,,93845,Invercargill Airport Aws,1,2024
2024-01-11,16.1,14.1,23.3,5.1,,287.0,20.8,,1014.0,,93845,Invercargill Airport Aws,1,2024
2024-01-12,14.3,6.4,16.0,0.0,,258.0,29.9,,1021.6,,93845,Invercargill Airport Aws,1,2024
2024-01-13,15.7,6.4,25.2,18.3,,345.0,21.0,,1013.5,,93845,Invercargill Airport Aws,1,2024
2024-01-14,11.1,6.2,18.7,5.3,,277.0,24.5,,1008.8,,93845,Invercargill Airport Aws,1,2024
2024-01-15,11.3,6.2,22.9,3.0,,273.0,30.7,,1015.9,,93845,Invercargill Airport Aws,1,2024
2024-01-16,12.9,8.6,16.2,0.0,,271.0,17.8,,1023.2,,93845,Invercargill Airport Aws,1,2024
2024-01-17,14.8,8.6,26.5,0.0,,264.0,10.6,,1022.1,,93845,Invercargill Airport Aws,1,2024
2024-01-18,19.0,11.8,24.1,1.0,,101.0,11.1,,1014.4,,93845,Invercargill Airport Aws,1,2024
2024-01-19,17.5,12.1,28.1,15.5,,22.0,12.2,,1001.8,,93845,Invercargill Airport Aws,1,2024
2024-01-20,16.3,12.1,20.8,0.0,,286.0,18.7,,1003.7,,93845,Invercargill Airport Aws,1,2024
2024-01-21,17.1,12.4,21.8,3.3,,185.0,11.8,,1012.3,,93845,Invercargill Airport Aws,1,2024
2024-01-22,15.6,8.9,26.1,8.6,,348.0,10.0,,999.6,,93845,Invercargill Airport Aws,1,2024
2024-01-23,8.8,5.4,14.1,4.6,,230.0,29.9,,997.8,,93845,Invercargill Airport Aws,1,2024
2024-01-24,10.4,5.4,22.0,5.1,,275.0,23.2,,1008.8,,93845,Invercargill Airport Aws,1,2024
2024-01-25,14.7,6.5,18.4,3.8,,42.0,9.6,,1013.0,,93845,Invercargill Airport Aws,1,2024
2024-01-26,17.0,10.8,21.8,11.2,,40.0,12.7,,999.7,,93845,Invercargill Airport Aws,1,2024
2024-01-27,14.8,9.0,16.2,1.0,,294.0,29.3,,988.6,,93845,Invercargill Airport Aws,1,2024
2024-01-28,15.3,8.7,22.9,9.9,,12.0,9.7,,997.3,,93845,Invercargill Airport Aws,1,2024
2024-01-29,14.3,8.7,18.6,0.0,,278.0,11.7,,1008.4,,93845,Invercargill Airport Aws,1,2024
2024-01-30,13.6,8.3,18.6,0.3,,320.0,11.8,,1012.0,,93845,Invercargill Airport Aws,1,2024
2024-01-31,13.7,8.3,19.0,5.8,,236.0,16.3,,1007.2,,93845,Invercargill Airport Aws,1,2024
2024-01-01,12.1,7.3,16.0,,,259.0,15.5,,1014.4,,93890,Dunedin Aerodrome,1,2024
2024-01-02,14.3,12.5,16.9,,,266.0,10.1,,1018.0,,93890,Dunedin Aerodrome,1,2024
2024-01-03,14.6,11.4,17.7,,,37.0,7.5,,1019.4,,93890,Dunedin Aerodrome,1,2024
2024-01-04,15.6,12.2,18.9,,,33.0,10.7,,1011.9,,93890,Dunedin Aerodrome,1,2024
2024-01-05,12.1,8.8,13.5,,,237.0,14.4,,1010.7,,93890,Dunedin Aerodrome,1,2024
2024-01-06,13.2,8.4,17.9,,,304.0,9.7,,1014.3,,93890,Dunedin Aerodrome,1,2024
2024-01-07,15.2,12.1,18.9,,,276.0,8.5,,1020.3,,93890,Dunedin Aerodrome,1,2024
2024-01-08,16.0,12.6,19.2,,,89.0,7.8,,1021.5,,93890,Dunedin Aerodrome,1,2024
2024-01-09,16.4,14.1,19.3,,,77.0,7.9,,1022.1,,93890,Dunedin Aerodrome,1,2024
2024-01-10,16.9,13.1,20.4,,,52.0,18.7,,1022.5,,93890,Dunedin Aerodrome,1,2024
2024-01-11,19.0,15.8,21.9,,,349.0,12.3,,1016.1,,93890,Dunedin Aerodrome,1,2024
2024-01-12,17.1,13.2,20.5,,,250.0,10.1,,1021.5,,93890,Dunedin Aerodrome,1,2024
2024-01-13,17.8,12.5,22.5,,,26.0,13.9,,1015.9,,93890,Dunedin Aerodrome,1,2024
2024-01-14,15.2,12.8,19.2,,,229.0,11.1,,1008.6,,93890,Dunedin Aerodrome,1,2024
2024-01-15,11.9,7.9,14.7,,,248.0,18.2,,1014.6,,93890,Dunedin Aerodrome,1,2024
2024-01-16,13.3,8.5,17.9,,,328.0,9.1,,1022.8,,93890,Dunedin Aerodrome,1,2024
2024-01-17,14.4,11.2,17.7,,,197.0,9.3,,1021.4,,93890,Dunedin Aerodrome,1,2024
2024-01-18,15.3,11.6,18.7,,,67.0,12.0,,1016.2,,93890,Dunedin Aerodrome,1,2024
2024-01-19,19.1,15.3,22.3,,,45.0,14.8,,1004.6,,93890,Dunedin Aerodrome,1,2024
2024-01-20,19.5,15.0,22.0,,,303.0,12.5,,1003.7,,93890,Dunedin Aerodrome,1,2024
2024-01-21,17.4,13.8,20.8,,,56.0,9.0,,1013.1,,93890,Dunedin Aerodrome,1,2024
2024-01-22,18.1,14.7,21.9,,,64.0,8.9,,1001.2,,93890,Dunedin Aerodrome,1,2024
2024-01-23,12.6,7.3,16.6,,,230.0,25.4,,994.2,,93890,Dunedin Aerodrome,1,2024
2024-01-24,10.2,6.4,14.1,,,257.0,14.8,,1008.6,,93890,Dunedin Aerodrome,1,2024
2024-01-25,13.0,8.4,17.2,,,60.0,12.7,,1014.8,,93890,Dunedin Aerodrome,1,2024
2024-01-26,16.7,12.4,20.3,,,49.0,16.4,,1004.6,,93890,Dunedin Aerodrome,1,2024
2024-01-27,16.7,13.1,18.8,,,308.0,17.3,,990.4,,93890,Dunedin Aerodrome,1,2024
2024-01-28,15.5,11.0,19.3,,,56.0,10.3,,998.3,,93890,Dunedin Aerodrome,1,2024
2024-01-29,15.8,12.3,19.8,,,204.0,8.6,,1007.0,,93890,Dunedin Aerodrome,1,2024
2024-01-30,15.9,11.8,20.0,,,155.0,10.7,,1011.4,,93890,Dunedin Aerodrome,1,2024
2024-01-31,15.7,11.1,20.2,,,65.0,10.9,,1008.3,,93890,Dunedin Aerodrome,1,2024
2024-01-01,14.0,7.8,20.1,0.0,,245.0,18.7,,1014.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-02,14.1,8.7,19.1,0.8,,139.0,8.7,,1018.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-03,14.4,11.6,17.4,0.0,,102.0,6.2,,1019.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-04,16.6,10.7,23.8,2.0,,339.0,12.4,,1010.6,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-05,12.1,9.8,14.8,0.0,,219.0,17.1,,1011.3,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-06,13.5,4.4,21.3,0.0,,113.0,9.4,,1014.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-07,14.6,9.3,20.4,0.0,,96.0,9.7,,1020.4,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-08,13.6,8.0,18.0,0.0,,157.0,6.9,,1020.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-09,15.0,10.6,22.0,1.7,,88.0,8.6,,1022.0,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-10,18.1,13.0,22.9,2.0,,50.0,21.2,,1021.0,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-11,21.1,13.0,29.6,7.8,,39.0,15.5,,1014.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-12,16.5,10.8,23.2,0.9,,167.0,11.9,,1021.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-13,20.8,13.0,29.9,0.0,,326.0,14.8,,1014.5,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-14,14.1,11.5,17.7,14.7,,182.0,8.4,,1008.4,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-15,12.2,7.7,16.5,0.4,,229.0,22.7,,1014.6,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-16,13.3,5.4,20.5,0.0,,110.0,11.2,,1023.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-17,12.2,5.9,16.3,0.0,,87.0,6.6,,1022.0,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-18,16.9,11.4,22.2,0.0,,58.0,14.7,,1015.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-19,20.5,11.4,28.8,5.2,,74.0,10.2,,1002.9,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-20,19.0,13.1,27.5,1.0,,85.0,11.7,,1003.9,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-21,17.5,10.6,25.7,0.8,,46.0,13.3,,1012.5,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-22,18.2,13.1,28.1,8.0,,31.0,6.7,,999.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-23,11.7,6.1,17.0,13.8,,222.0,25.6,,994.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-24,11.7,6.5,17.4,0.1,,241.0,18.1,,1008.4,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-25,13.6,8.1,19.3,1.2,,37.0,13.9,,1014.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-26,18.7,11.3,25.6,4.1,,46.0,17.4,,1002.1,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-27,18.6,14.4,25.0,9.5,,280.0,17.8,,988.6,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-28,17.3,11.5,23.3,4.6,,51.0,11.6,,997.7,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-29,15.2,6.8,22.4,0.0,,137.0,8.2,,1007.8,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-30,14.7,8.1,23.1,1.7,,140.0,8.9,,1011.5,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-31,16.1,8.5,26.1,3.6,,95.0,12.0,,1007.3,,93891,Dunedin Aerodrome Aws,1,2024
2024-01-01,11.2,8.5,13.8,0.5,,296.0,54.4,,1013.0,,93909,South West Cape Aws,1,2024
2024-01-02,12.0,10.7,14.5,0.3,,295.0,41.1,,1017.3,,93909,South West Cape Aws,1,2024
2024-01-03,12.3,10.5,14.7,0.0,,306.0,36.9,,1018.3,,93909,South West Cape Aws,1,2024
2024-01-04,12.0,10.1,14.0,10.4,,321.0,51.4,,1008.6,,93909,South West Cape Aws,1,2024
2024-01-05,10.5,8.6,14.2,0.7,,273.0,42.5,,1010.9,,93909,South West Cape Aws,1,2024
2024-01-06,12.3,10.8,14.4,0.4,,297.0,41.8,,1013.0,,93909,South West Cape Aws,1,2024
2024-01-07,12.8,10.9,15.7,0.6,,295.0,27.9,,1020.1,,93909,South West Cape Aws,1,2024
2024-01-08,13.5,12.0,15.8,0.7,,330.0,57.2,,1018.7,,93909,South West Cape Aws,1,2024
2024-01-09,11.8,9.4,14.2,7.7,,57.0,51.2,,1020.8,,93909,South West Cape Aws,1,2024
2024-01-10,15.5,10.8,21.2,8.1,,47.0,37.9,,1016.9,,93909,South West Cape Aws,1,2024
